DATA ZAWARCIA TRANSAKCJI;MIASTO;DZIELNICA;ULICA;RODZAJ RYNKU;CENA NABYCIA;POWIERZCHNIA MIESZKANIA;CENA ZA 1 MKW;POŁOŻENIE NA KONDYGNACJI;OBECNOŚĆ MIEJSCA PARKINGOWEGO;STANDARD;ROK BUDOWY
2018-01-24;Gdynia; Witomino;Promienna;RYNEK WTÓRNY;597000;78,94;8641;3;BRAK MP;DOBRY;2010
2018-01-25;Gdynia; Redłowo;Legionów;RYNEK WTÓRNY;635000;48,62;14313;9;BRAK MP;WYSOKI;2010
2018-01-25;Gdynia; Mały Kack;Miła;RYNEK WTÓRNY;445000;58,25;8817;1;GARAŻ JEDNOSTANOWISKOWY;DOBRY;2010-2015
2018-01-25;Gdynia; Leszczynki;Morska;RYNEK WTÓRNY;215000;39,37;6820;3;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-01-25;Sopot; Sopot;23 Marca;RYNEK WTÓRNY;310000;38,91;9333;2;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-01-25;Sopot; Sopot;Kolberga;RYNEK WTÓRNY;307000;44,85;8136;1;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-01-25;Gdynia; Wielki Kack;Gryfa Pomorskiego;RYNEK WTÓRNY;350000;47,25;8673;3;BRAK MP;DOBRY;2001
2018-01-25;Gdynia; Wielki Kack;Myśliwska;RYNEK WTÓRNY;372000;59,05;7472;2;GARAŻ JEDNOSTANOWISKOWY;DOBRY;lata 90-te XX-go wieku
2018-01-25;Gdynia; Pustki Cisowskie;Rumska;RYNEK WTÓRNY;253000;50,65;6229;5;BRAK MP;PRZECIĘTNY;2010
2018-01-25;Gdynia; Obłuże;Stolarska;RYNEK WTÓRNY;196000;49,75;5182;1;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-01-25;Gdynia; Obłuże;Stolarska;RYNEK WTÓRNY;190000;43,25;5702;5;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-01-25;Gdynia; Pustki Cisowskie;Wiklinowa;RYNEK WTÓRNY;205000;50,1;5331;4;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-01-25;Sopot; Sopot;Malczewskiego;RYNEK WTÓRNY;247000;39,8;7559;4;BRAK MP;DOBRY;lata 40-50 te XX-go wieku
2018-01-25;Gdynia; Śródmieście z Portem;Świętojańska;RYNEK WTÓRNY;435000;50,35;9876;2;BRAK MP;BARDZO DOBRY;lata 40-50-te XX-go wieku
2018-01-25;Gdynia; Śródmieście z Portem;Świętojańska;RYNEK WTÓRNY;435000;50,35;9876;2;BRAK MP;BARDZO DOBRY;lata 40-50-te XX-go wieku
2018-01-25;Gdynia; Witomino;Konwaliowa;RYNEK WTÓRNY;260000;49,62;6483;4;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2016-12-23;Gdynia; Wzgórze Św. Maksymiliana;Świętojańska;RYNEK WTÓRNY;525000;82,45;7434;4;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-01-26;Sopot; Sopot;Sobieskiego;RYNEK WTÓRNY;590000;46,35;14004;5;BRAK MP;WYSOKI;lata 30-te XX-go wieku
2018-01-26;Gdynia; Pogórze;Żeliwna;RYNEK WTÓRNY;220000;67,12;4405;9;BRAK MP;NISKI;lata 80-te XX-go wieku
2018-04-27;Gdynia; Orłowo;Świerkowa;RYNEK WTÓRNY;270000;34,52;9259;3;BRAK MP;DOBRY;2010
2018-01-26;Sopot; Sopot;Bitwy Pod Płowcami;RYNEK WTÓRNY;430000;57,17;8706;1;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-01-26;Gdynia; Śródmieście z Portem;Wójta Radtkego;RYNEK WTÓRNY;355000;51,6;8106;8;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-01-26;Gdynia; Leszczynki;Dantyszka;RYNEK WTÓRNY;259000;56,38;5784;8;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-01-26;Gdynia; Leszczynki;Osada Kolejowa;RYNEK WTÓRNY;230000;62,55;4829;1;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-01-26;Gdynia; Pogórze;Uranowa;RYNEK WTÓRNY;157000;37,95;5517;3;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-01-26;Gdynia; Witomino;Widna;RYNEK WTÓRNY;230000;46,27;6246;5;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-01-29;Sopot; Sopot;Parkowa;RYNEK WTÓRNY;645000;45,23;15547;3;BRAK MP;WYSOKI;lata 30-te XX-go wieku
2018-01-29;Gdynia; Dąbrowa;Miętowa;RYNEK WTÓRNY;265000;50,75;6455;2;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-01-29;Gdynia; Grabówek;Morska;RYNEK WTÓRNY;205000;38,35;6719;3;BRAK MP;PRZECIĘTNY;lata 60-70-te XX-go wieku
2018-01-29;Gdynia; Obłuże;Turkusowa;RYNEK WTÓRNY;336000;57,25;7053;2;MIEJSCE NAZIEMNE;DOBRY;2010
2018-01-30;Sopot; Sopot;Kościuszki;RYNEK WTÓRNY;750000;50,8;15997;1;BRAK MP;WYSOKI;lata 40-50 te XX-go wieku
2018-01-30;Sopot; Sopot;Kościuszki;RYNEK WTÓRNY;530000;41,99;13946;4;BRAK MP;BARDZO DOBRY;lata 40-50 te XX-go wieku
2018-01-30;Gdynia; Karwiny;Makuszyńskiego;RYNEK WTÓRNY;180000;36,85;6282;2;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-01-31;Sopot; Sopot;Niepodległości Al.;RYNEK WTÓRNY;380000;49,15;8979;1;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-01-31;Sopot; Sopot;Kolberga;RYNEK WTÓRNY;301000;44,35;8083;1;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-01-31;Gdynia; Wielki Kack;Krośniąt;RYNEK WTÓRNY;490000;77,12;7439;1;BRAK MP;DOBRY;lata 90-te XX-go wieku
2018-06-04;Gdynia; Wzgórze Św. Maksymiliana;Orzeszkowej;RYNEK WTÓRNY;253000;41,75;7387;4;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-01-31;Gdynia; Obłuże;Unruga;RYNEK WTÓRNY;263000;63,25;5306;4;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-01-31;Gdynia; Redłowo;Powstania Śląskiego;RYNEK WTÓRNY;240000;45,85;6514;2;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-01-31;Gdynia; Redłowo;Powstania Styczniowego;RYNEK WTÓRNY;200000;47,49;5475;1;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-01-31;Gdynia; Witomino;Narcyzowa;RYNEK WTÓRNY;245000;45,15;6714;5;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-02-01;Gdynia; Kamienna Góra;Krasickiego;RYNEK WTÓRNY;308000;41,75;8704;11;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-02-01;Sopot; Sopot;Majkowskiego;RYNEK WTÓRNY;539000;56,35;10756;1;BRAK MP;BARDZO DOBRY;lata 40-50 te XX-go wieku
2018-02-01;Gdynia; Grabówek;Falista;RYNEK WTÓRNY;305000;58,62;6378;7;BRAK MP;PRZECIĘTNY;lata 60-70-te XX-go wieku
2018-02-01;Gdynia; Oksywie;Modra;RYNEK WTÓRNY;225000;49,55;5785;2;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-02-01;Gdynia; Chylonia;Gniewska;RYNEK WTÓRNY;150000;47,75;4402;2;BRAK MP;NISKI;lata 80-te XX-go wieku
2018-02-01;Gdynia; Witomino;Konwaliowa;RYNEK WTÓRNY;245000;45,35;6688;2;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-02-02;Gdynia; Grabówek;Surmana;RYNEK WTÓRNY;235000;39,75;7265;4;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-02-02;Gdynia; Karwiny;Buraczana;RYNEK WTÓRNY;323000;74,07;5458;3;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-02-02;Gdynia; Leszczynki;Dembińskiego;RYNEK WTÓRNY;310000;49,29;7536;1;BRAK MP;DOBRY;2015
2018-08-16;Gdynia; Wzgórze Św. Maksymiliana;Orzeszkowej;RYNEK WTÓRNY;253000;41,75;7387;4;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-07-10;Gdynia; Wzgórze Św. Maksymiliana;Legionów;RYNEK WTÓRNY;186000;31,75;7351;1;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-02-02;Gdynia; Kamienna Góra;Legionów;RYNEK WTÓRNY;310000;54,65;6875;3;BRAK MP;PRZECIĘTNY;lata 30-40 te XX-go wieku
2018-02-02;Gdynia; Karwiny;Tatarczana;RYNEK WTÓRNY;273000;58,73;5823;2;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-02-02;Gdynia; Obłuże;Podgórska;RYNEK WTÓRNY;289000;57,25;6232;6;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-02-02;Sopot; Sopot;Kolberga;RYNEK WTÓRNY;315000;61,12;6314;2;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2017-09-04;Gdynia; Wzgórze Św. Maksymiliana;Harcerska;RYNEK WTÓRNY;350000;56,9;7338;2;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-02-05;Gdynia; Leszczynki;Modlińska;RYNEK WTÓRNY;180000;44,45;5344;2;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-02-05;Gdynia; Oksywie;Gen. Wittekówny;RYNEK WTÓRNY;286000;45,99;7497;1;MIEJSCE NAZIEMNE;DOBRY;2012
2017-05-30;Gdynia; Wzgórze Św. Maksymiliana;Bp. Dominika;RYNEK WTÓRNY;326000;53,38;7319;5;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-02-06;Gdynia; Redłowo;Legionów;RYNEK WTÓRNY;565100;50,79;12359;9;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;BARDZO DOBRY;2010
2018-02-06;Gdynia; Witomino;Widna;RYNEK WTÓRNY;210000;47,46;5688;3;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-02-06;Gdynia; Dąbrowa;Kameliowa;RYNEK WTÓRNY;255000;67,43;4908;2;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-02-06;Gdynia; Karwiny;Tuwima;RYNEK WTÓRNY;160000;36,85;5739;1;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-02-06;Gdynia; Oksywie;Gen. Karpińskiego;RYNEK WTÓRNY;314000;46,75;7987;1;BRAK MP;DOBRY;2010
2018-02-06;Gdynia; Wielki Kack;Maszopów;RYNEK WTÓRNY;420000;80,95;6260;2;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-02-06;Gdynia; Witomino;Pogodna;RYNEK WTÓRNY;215000;38,79;6910;4;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-02-07;Gdynia; Oksywie;Gen. Karpińskiego;RYNEK PIERWOTNY;294291;52,67;6805;2;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2018-02-07;Sopot; Sopot;3 Maja;RYNEK WTÓRNY;520000;57,05;10300;4;BRAK MP;BARDZO DOBRY;lata 40-50-te XX-go wieku
2018-02-07;Sopot; Sopot;Niepodległości Al.;RYNEK WTÓRNY;360000;49,05;8588;7;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-02-07;Gdynia; Witomino;Polskiego Czerwonego Krzyża;RYNEK WTÓRNY;160000;39,05;5461;5;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-02-07;Gdynia; Dąbrowa;Szafranowa;RYNEK WTÓRNY;266000;59,25;5661;2;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-02-07;Gdynia; Pogórze;Żeliwna;RYNEK WTÓRNY;250000;58,85;5422;9;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-02-07;Sopot; Sopot;Mazowiecka;RYNEK WTÓRNY;375000;62,05;7198;4;BRAK MP;DOBRY;lata 40-50 te XX-go wieku
2018-02-07;Gdynia; Śródmieście z Portem;Świętojańska;RYNEK WTÓRNY;1300000;94,97;14720;5;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;WYSOKI;2015
2018-02-08;Gdynia; Mały Kack;Miła;RYNEK WTÓRNY;353000;51,35;8103;1;GARAŻ JEDNOSTANOWISKOWY;DOBRY;2010-2015
2018-02-08;Gdynia; Śródmieście z Portem;3 Maja;RYNEK WTÓRNY;217000;41,35;6580;9;BRAK MP;PRZECIĘTNY;lata 40-50-te XX-go wieku
2018-02-08;Gdynia; Pustki Cisowskie;Modrzewiowa;RYNEK WTÓRNY;282000;50,09;6869;2;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;PRZECIĘTNY;2010
2018-02-08;Gdynia; Kamienna Góra;Krasickiego;RYNEK WTÓRNY;330000;50,85;7722;5;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-02-08;Sopot; Sopot;Kraszewskiego;RYNEK WTÓRNY;390000;54,81;8317;4;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-02-08;Gdynia; Wielki Kack;Szefki;RYNEK WTÓRNY;320000;54,95;7024;3;BRAK MP;DOBRY;lata 90-te XX-go wieku
2018-02-08;Gdynia; Witomino;Morskiego Pułku Strzelców;RYNEK WTÓRNY;200000;41,45;6156;4;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-02-08;Gdynia; Pogórze;Kmdr Staniewicza;RYNEK WTÓRNY;300000;64,49;5793;2;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-02-08;Gdynia; Pogórze;Porębskiego;RYNEK WTÓRNY;265000;46,45;6979;3;BRAK MP;DOBRY;lata 80-te XX-go wieku
2018-02-08;Gdynia; Śródmieście z Portem;Hryniewickiego;RYNEK WTÓRNY;625000;46,15;14820;2;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;WYSOKI;2015
2018-02-09;Sopot; Sopot;Władysława Łokietka;RYNEK WTÓRNY;715000;59,65;13155;4;BRAK MP;BARDZO DOBRY;2015
2018-02-09;Gdynia; Działki Leśne;Warszawska;RYNEK WTÓRNY;300000;47,15;7629;3;BRAK MP;DOBRY;lata 50-60-te XX-go wieku
2018-02-09;Gdynia; Kamienna Góra;Krasickiego;RYNEK WTÓRNY;300000;45,08;7943;11;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-02-09;Sopot; Sopot;3 Maja;RYNEK WTÓRNY;428000;57,18;8670;2;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-02-09;Gdynia; Witomino;Nauczycielska;RYNEK WTÓRNY;207000;46,51;5724;4;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-02-09;Gdynia; Cisowa;Południowa;RYNEK WTÓRNY;185000;33,24;7027;3;BRAK MP;DOBRY;lata 80-te XX-go wieku
2018-02-09;Gdynia; Pogórze;Żeliwna;RYNEK WTÓRNY;212500;56,85;4925;10;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-02-09;Gdynia; Oksywie;Benisławskiego;RYNEK WTÓRNY;151000;41,85;4934;12;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-02-09;Gdynia; Karwiny;Korzenna;RYNEK WTÓRNY;215000;36,56;7282;2;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-02-09;Gdynia; Leszczynki;Morska;RYNEK WTÓRNY;195000;51,51;5013;3;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-02-09;Gdynia; Obłuże;Krawiecka;RYNEK WTÓRNY;295000;56,35;6426;5;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-07-10;Gdynia; Wzgórze Św. Maksymiliana;Orzeszkowej;RYNEK WTÓRNY;199000;34,03;7294;4;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-02-12;Gdynia; Redłowo;Legionów;RYNEK WTÓRNY;550000;63,53;9804;7;BRAK MP;BARDZO DOBRY;2010
2018-02-12;Sopot; Sopot;Armii Krajowej;RYNEK WTÓRNY;900000;75,12;13074;4;BRAK MP;BARDZO DOBRY;2010
2018-02-12;Gdynia; Dąbrowa;Rdestowa;RYNEK WTÓRNY;445000;76,75;6885;3;MIEJSCE NAZIEMNE;PRZECIĘTNY;2010
2018-02-12;Gdynia; Chylonia;Starogardzka;RYNEK WTÓRNY;273000;42,25;7782;1;BRAK MP;DOBRY;lata 80-te XX-go wieku
2018-02-12;Gdynia; Redłowo;Powstania Wielkopolskiego;RYNEK WTÓRNY;260000;46,45;6871;3;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-02-12;Gdynia; Chylonia;Swarzewska;RYNEK WTÓRNY;228000;56,85;5198;6;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-08-24;Gdynia; Wzgórze Św. Maksymiliana;Świętojańska;RYNEK WTÓRNY;150000;26,55;7278;6;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-02-13;Gdynia; Pustki Cisowskie;Skarbka;RYNEK WTÓRNY;303000;52,95;6938;2;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;PRZECIĘTNY;2010
2018-02-13;Gdynia; Kamienna Góra;Bema;RYNEK WTÓRNY;255000;41,97;7400;1;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-02-13;Gdynia; Pogórze;Rtęciowa;RYNEK WTÓRNY;249000;72,86;4519;2;BRAK MP;NISKI;lata 80-te XX-go wieku
2018-02-13;Gdynia; Śródmieście z Portem;Władysława IV;RYNEK WTÓRNY;300000;42,65;8350;4;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-02-13;Gdynia; Pogórze;Żeliwna;RYNEK WTÓRNY;245000;63,76;4988;3;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-02-13;Gdynia; Śródmieście z Portem;Abrahama;RYNEK WTÓRNY;319000;41,67;8983;6;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-02-13;Gdynia; Śródmieście z Portem;Hryniewickiego;RYNEK WTÓRNY;730000;51,65;15360;3;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;WYSOKI;2015
2018-02-14;Sopot; Sopot;Polna;RYNEK WTÓRNY;600000;56,94;11724;2;BRAK MP;BARDZO DOBRY;2010
2018-02-14;Gdynia; Dąbrowa;Gorczycowa;RYNEK WTÓRNY;250000;44,35;6933;3;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-02-14;Gdynia; Pustki Cisowskie;Skarbka;RYNEK WTÓRNY;323000;58,85;6662;3;BRAK MP;PRZECIĘTNY;2010
2018-02-14;Gdynia; Śródmieście z Portem;Abrahama;RYNEK WTÓRNY;330000;48,75;8021;5;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2016-11-08;Gdynia; Wzgórze Św. Maksymiliana;Reja;RYNEK WTÓRNY;435000;70,6;7273;2;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-02-14;Gdynia; Dąbrowa;Gorczycowa;RYNEK WTÓRNY;210000;43,35;6152;4;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-02-14;Gdynia; Grabówek;Morska;RYNEK WTÓRNY;178000;42,25;5534;2;BRAK MP;PRZECIĘTNY;lata 60-70-te XX-go wieku
2018-02-14;Gdynia; Witomino;Niska;RYNEK WTÓRNY;275000;44,25;7512;9;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;DOBRY;2010
2018-02-15;Gdynia; Mały Kack;Leśna;RYNEK PIERWOTNY;373592;62,87;7092;3;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2018-02-15;Sopot; Sopot;Tatrzańska;RYNEK WTÓRNY;250000;38,8;7810;5;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-02-15;Gdynia; Śródmieście z Portem;3 Maja;RYNEK WTÓRNY;245000;41,15;7288;3;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-02-15;Gdynia; Śródmieście z Portem;Wójta Radtkego;RYNEK WTÓRNY;540000;81,14;7726;2;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-02-15;Gdynia; Obłuże;Boisko;RYNEK WTÓRNY;340000;50,12;8023;4;BRAK MP;DOBRY;2015
2018-02-15;Gdynia; Chylonia;Swarzewska;RYNEK WTÓRNY;230000;63,38;4776;5;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-02-15;Sopot; Sopot;Sienkiewicza;RYNEK WTÓRNY;280000;45,04;7505;3;BRAK MP;DOBRY;lata 30-te XX-go wieku
2018-02-15;Gdynia; Witomino;Wielkokacka;RYNEK WTÓRNY;228000;44,35;6437;1;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-08-09;Gdynia; Wzgórze Św. Maksymiliana;Kopernika;RYNEK WTÓRNY;245000;41,25;7273;3;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-02-15;Gdynia; Śródmieście z Portem;Hryniewickiego;RYNEK WTÓRNY;686000;52,95;14171;10;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;WYSOKI;2015
2018-02-16;Sopot; Sopot;Sobieskiego;RYNEK WTÓRNY;499000;38,45;14350;2;BRAK MP;WYSOKI;lata 30-te XX-go wieku
2018-02-16;Gdynia; Działki Leśne;Szczecińka;RYNEK WTÓRNY;275000;40,84;8072;1;MIEJSCE NAZIEMNE;DOBRY;lata 50-60-te XX-go wieku
2018-02-16;Sopot; Sopot;3 Maja;RYNEK WTÓRNY;370000;45,98;9325;5;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-02-16;Gdynia; Śródmieście z Portem;Abrahama;RYNEK WTÓRNY;273500;44,19;7487;3;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-02-16;Gdynia; Śródmieście z Portem;Mściwoja;RYNEK WTÓRNY;409000;56,35;8449;5;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-02-16;Gdynia; Pustki Cisowskie;Rumska;RYNEK WTÓRNY;254000;50,75;6238;2;BRAK MP;PRZECIĘTNY;2010
2018-02-16;Gdynia; Chylonia;Zamenhofa;RYNEK WTÓRNY;220000;57,21;5030;3;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-02-16;Gdynia; Grabówek;Donimirskiego;RYNEK WTÓRNY;180000;55,01;4472;2;BRAK MP;NISKI;lata 60-70-te XX-go wieku
2018-02-16;Gdynia; Karwiny;Gałczyńskiego;RYNEK WTÓRNY;295500;66,9;5546;5;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-02-16;Gdynia; Redłowo;Herberta;RYNEK WTÓRNY;250000;57,38;5540;4;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-02-16;Gdynia; Wielki Kack;Nowodworcowa;RYNEK WTÓRNY;306000;57,75;6480;2;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-02-16;Sopot; Sopot;23 Marca;RYNEK WTÓRNY;300000;50,25;7208;8;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-02-17;Sopot; Sopot;23 Marca;RYNEK WTÓRNY;300000;50,25;7208;8;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-02-19;Sopot; Sopot;Kazimierza Wielkiego;RYNEK WTÓRNY;615000;52,06;13036;2;BRAK MP;BARDZO DOBRY;lata 40-50-te XX-go wieku
2018-02-19;Gdynia; Mały Kack;Parkowa;RYNEK WTÓRNY;322500;48,95;7838;2;BRAK MP;DOBRY;2010-2015
2018-02-19;Gdynia; Chwarzno-Wiczlino;Staniszewskiego;RYNEK WTÓRNY;385000;53,55;8400;3;BRAK MP;DOBRY;2015
2018-02-19;Sopot; Sopot;Chodowieckiego;RYNEK WTÓRNY;405000;51,33;9119;2;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-02-19;Gdynia; Chylonia;Gniewska;RYNEK WTÓRNY;235000;56,84;5321;3;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-02-19;Gdynia; Karwiny;Baczyńskiego;RYNEK WTÓRNY;289000;51,35;6856;4;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-04-27;Gdynia; Wzgórze Św. Maksymiliana;Gen. Maczka;RYNEK WTÓRNY;225000;38,23;7261;3;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-02-20;Gdynia; Mały Kack;Leśna;RYNEK WTÓRNY;450000;70,75;7471;3;BRAK MP;DOBRY;2010-2015
2018-02-20;Sopot; Sopot;Niepodległości Al.;RYNEK WTÓRNY;360000;51,91;8159;1;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-02-20;Gdynia; Śródmieście z Portem;3 Maja;RYNEK WTÓRNY;250000;36,25;8303;3;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2018-02-20;Gdynia; Cisowa;Chylońska;RYNEK WTÓRNY;286000;53,55;6552;3;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-02-20;Gdynia; Obłuże;Białowieska;RYNEK WTÓRNY;352000;56,55;7414;1;BRAK MP;DOBRY;lata 80-te XX-go wieku
2018-02-20;Gdynia; Oksywie;Gen. Karpińskiego;RYNEK WTÓRNY;291770;41,85;8297;2;BRAK MP;DOBRY;2010
2018-02-20;Gdynia; Redłowo;Boh. Starówki Warszawskiej;RYNEK WTÓRNY;312000;60,37;6333;5;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-02-21;Gdynia; Mały Kack;Leśna;RYNEK WTÓRNY;400000;58,2;8051;2;BRAK MP;DOBRY;2010-2015
2018-02-21;Gdynia; Kamienna Góra;Krasickiego;RYNEK WTÓRNY;300000;41,85;8494;7;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2017-06-23;Gdynia; Wzgórze Św. Maksymiliana;Batalionów Chłopskich;RYNEK WTÓRNY;275000;46,15;7236;1;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-02-21;Gdynia; Cisowa;Zbożowa;RYNEK WTÓRNY;285000;56,85;6200;9;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2018-02-21;Gdynia; Dąbrowa;Sojowa;RYNEK WTÓRNY;220000;45,56;6112;2;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2018-02-22;Gdynia; Grabówek;Morska;RYNEK WTÓRNY;277000;38,57;8552;4;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-02-22;Gdynia; Kamienna Góra;Marszałka Piłsudskiego Al.;RYNEK WTÓRNY;370000;57,85;7576;6;BRAK MP;DOBRY;lata 30-40 te XX-go wieku
2018-02-22;Sopot; Sopot;Niepodległości Al.;RYNEK WTÓRNY;390000;51,54;8794;4;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2018-02-22;Gdynia; Witomino;Rolnicza;RYNEK WTÓRNY;135000;38,45;4883;3;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-02-22;Gdynia; Pogórze;Romanowskiego;RYNEK WTÓRNY;260000;66,65;5031;3;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
